cluster_id,cluster_name,cluster_size,cluster_description,cluster_keywords,cluster_confidence,created_at,updated_at
4571,Philips 19HFL4010,3,Produk: Philips 19HFL4010,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4572,Cello C32227DVB-LED,3,Produk: Cello C32227DVB-LED,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4573,Panasonic TX-49ES400B,3,Produk: Panasonic TX-49ES400B,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4574,Samsung HG32EE460,2,Produk: Samsung HG32EE460,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4575,Philips 55HFL5011T,4,Produk: Philips 55HFL5011T,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4576,LG 49UH5C,4,Produk: LG 49UH5C,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4577,Philips 40HFL3011T,5,Produk: Philips 40HFL3011T,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4578,Samsung HG55EE690,4,Produk: Samsung HG55EE690,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4579,Philips 43HFL2869T,5,Produk: Philips 43HFL2869T,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4580,Philips 32HFL2869T,4,Produk: Philips 32HFL2869T,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4581,Samsung HG49EE690,4,Produk: Samsung HG49EE690,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4582,Cello C20230F,3,Produk: Cello C20230F,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4583,LG 32LJ510B,4,Produk: LG 32LJ510B,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4584,Sony Bravia KDL-40WE663,4,Produk: Sony Bravia KDL-40WE663,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4585,Samsung HG28EE690,3,Produk: Samsung HG28EE690,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4586,Hisense H50A6200UK,5,Produk: Hisense H50A6200UK,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4587,LG 43LK6100PLB,4,Produk: LG 43LK6100PLB,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4588,Linsar 24LED1700,5,Produk: Linsar 24LED1700,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4589,LG 43UK6400PLF,3,Produk: LG 43UK6400PLF,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4590,Philips 22HFL2869P,3,Produk: Philips 22HFL2869P,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4591,Samsung UE49M5520,4,Produk: Samsung UE49M5520,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4592,Cello C24230DVB,4,Produk: Cello C24230DVB,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4593,Philips 48HFL2869T,3,Produk: Philips 48HFL2869T,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4594,Cello C50238DVBT2,7,Produk: Cello C50238DVBT2,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4595,Linsar 32LED800,5,Produk: Linsar 32LED800,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4596,Cello C32ANSMT,7,Produk: Cello C32ANSMT,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4597,Cello P32ANSMT,3,Produk: Cello P32ANSMT,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4598,LG 55UV761H,3,Produk: LG 55UV761H,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4599,Philips 65HFL2879T,3,Produk: Philips 65HFL2879T,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4600,Philips 49HFL5011T,3,Produk: Philips 49HFL5011T,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4601,Cello P43ANSMT,4,Produk: Cello P43ANSMT,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4602,Viewsonic CDE4302,6,Produk: Viewsonic CDE4302,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4603,Samsung UE55MU6400,3,Produk: Samsung UE55MU6400,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4604,Panasonic TX-32E302B,5,Produk: Panasonic TX-32E302B,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4605,Samsung HG28EE470,3,Produk: Samsung HG28EE470,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4606,Samsung QE55Q7F,4,Produk: Samsung QE55Q7F,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4607,Cello C32227T2,5,Produk: Cello C32227T2,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4608,Samsung QE65Q7F,3,Produk: Samsung QE65Q7F,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4609,Samsung UE65MU6120,6,Produk: Samsung UE65MU6120,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4610,Hisense H65A6200UK,4,Produk: Hisense H65A6200UK,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4611,Samsung UE65MU6220,5,Produk: Samsung UE65MU6220,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4612,Cello C16230FT2,5,Produk: Cello C16230FT2,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4613,LG 43UK6750PLD,4,Produk: LG 43UK6750PLD,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4614,Samsung UE49MU6400,3,Produk: Samsung UE49MU6400,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4615,Samsung UE55NU7300,4,Produk: Samsung UE55NU7300,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4616,Cello C32229T2,5,Produk: Cello C32229T2,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4617,Samsung UE65NU7300,6,Produk: Samsung UE65NU7300,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4618,Toshiba 43U5863DB,6,Produk: Toshiba 43U5863DB,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4619,Panasonic Viera TX-24ES500B,3,Produk: Panasonic Viera TX-24ES500B,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4620,Samsung UE65MU6400,5,Produk: Samsung UE65MU6400,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4621,Cello C65ANSMT,6,Produk: Cello C65ANSMT,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4622,Philips 32HFL5011T,3,Produk: Philips 32HFL5011T,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4623,LG OLED65G7V,3,Produk: LG OLED65G7V,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4624,Samsung HG49EE590,3,Produk: Samsung HG49EE590,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4625,LG 49LV341H,3,Produk: LG 49LV341H,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4626,LG 55LV340C,4,Produk: LG 55LV340C,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4627,LG 49LV340C,4,Produk: LG 49LV340C,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4628,Samsung UE65MU9000,3,Produk: Samsung UE65MU9000,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4629,Samsung HG32EE460FK,3,Produk: Samsung HG32EE460FK,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4630,Toshiba 55X9863DB,4,Produk: Toshiba 55X9863DB,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4631,Samsung UE55NU8500,6,Produk: Samsung UE55NU8500,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4632,LG 43LK5100PLA,3,Produk: LG 43LK5100PLA,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4633,Panasonic Viera TX-32ES400B,3,Produk: Panasonic Viera TX-32ES400B,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4634,Linsar 24LED4000,4,Produk: Linsar 24LED4000,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4635,Philips 24HFL2869T,3,Produk: Philips 24HFL2869T,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4636,Cello C43ANSMT,3,Produk: Cello C43ANSMT,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4637,Sony Bravia KDL-49WE753B,3,Produk: Sony Bravia KDL-49WE753B,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4638,Samsung QE65Q900R,3,Produk: Samsung QE65Q900R,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4639,Samsung UE49MU6500,6,Produk: Samsung UE49MU6500,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4640,Philips 49HFL7011T,3,Produk: Philips 49HFL7011T,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4641,Samsung HG32EE690,5,Produk: Samsung HG32EE690,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4642,Cello C43227T2,6,Produk: Cello C43227T2,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4643,Philips 43HFL5011T,3,Produk: Philips 43HFL5011T,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4644,Samsung HG49EE670,2,Produk: Samsung HG49EE670,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4645,LG 65EW961H,4,Produk: LG 65EW961H,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4646,Philips 55HFL7011T,3,Produk: Philips 55HFL7011T,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4647,Sharp Aquos LC-65XUF8772E,4,Produk: Sharp Aquos LC-65XUF8772E,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4648,Toshiba 75U6863DB,3,Produk: Toshiba 75U6863DB,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4649,Sony KD-60XF8305,3,Produk: Sony KD-60XF8305,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4650,Ferguson FP65ANSMT,3,Produk: Ferguson FP65ANSMT,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4651,LG 43LV661H,3,Produk: LG 43LV661H,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4652,Linsar X24DVDMK2,3,Produk: Linsar X24DVDMK2,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4653,LG 43UV761H,4,Produk: LG 43UV761H,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4654,LG 32LV761H,3,Produk: LG 32LV761H,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4655,Sony Bravia KD-49XE7002,3,Produk: Sony Bravia KD-49XE7002,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4656,Samsung UE49M5500,3,Produk: Samsung UE49M5500,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4657,Sony Bravia KD-55XE8596B,3,Produk: Sony Bravia KD-55XE8596B,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4658,Samsung HG55EE890U,3,Produk: Samsung HG55EE890U,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4659,Samsung HG65EE890,3,Produk: Samsung HG65EE890,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4660,Samsung HG32EE694,3,Produk: Samsung HG32EE694,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4661,Toshiba TD-H24363G,3,Produk: Toshiba TD-H24363G,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4662,Samsung UE40MU6400,4,Produk: Samsung UE40MU6400,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4663,Sharp LC-49UI7352K,3,Produk: Sharp LC-49UI7352K,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4664,Toshiba TD-H32363G,4,Produk: Toshiba TD-H32363G,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4665,LG 65UK6400PLF,4,Produk: LG 65UK6400PLF,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4666,LG 55UK6400PLF,3,Produk: LG 55UK6400PLF,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4667,LG 55SJ850V,3,Produk: LG 55SJ850V,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4668,Hisense H65U7AUK,3,Produk: Hisense H65U7AUK,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4669,Toshiba TD-H49363G,4,Produk: Toshiba TD-H49363G,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4670,Toshiba TD-H43363G,4,Produk: Toshiba TD-H43363G,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4671,Sony KD-43XF7596,3,Produk: Sony KD-43XF7596,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4672,LG 43LJ515V,5,Produk: LG 43LJ515V,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4673,Cello P50ANSMT-4K,4,Produk: Cello P50ANSMT-4K,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4674,Cello C40229T2,5,Produk: Cello C40229T2,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4675,Philips 40HFL5011T,3,Produk: Philips 40HFL5011T,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4676,Toshiba 32W1633DB,3,Produk: Toshiba 32W1633DB,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4677,LG 49UK6400,4,Produk: LG 49UK6400,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4678,Sony Bravia KDL-40RE453B,3,Produk: Sony Bravia KDL-40RE453B,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4679,LG 49UJ670V,3,Produk: LG 49UJ670V,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4680,LG 55UJ750V,3,Produk: LG 55UJ750V,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4681,Samsung QE75Q900R,3,Produk: Samsung QE75Q900R,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4682,Hisense H49N5500,3,Produk: Hisense H49N5500,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4683,Toshiba 24W2863DB,3,Produk: Toshiba 24W2863DB,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4684,Viewsonic CDE5502,3,Produk: Viewsonic CDE5502,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4685,LG OLED65G8PLA,3,Produk: LG OLED65G8PLA,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4686,LG 43UV661H,3,Produk: LG 43UV661H,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4687,LG 49LV661H,3,Produk: LG 49LV661H,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4688,Philips 43HFL3011T,3,Produk: Philips 43HFL3011T,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4689,LG 49LV761H,3,Produk: LG 49LV761H,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4690,Philips 39HFL2869T,3,Produk: Philips 39HFL2869T,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4691,Sony Bravia KDL-43WE753,3,Produk: Sony Bravia KDL-43WE753,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4692,LG 55UJ670V,2,Produk: LG 55UJ670V,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4693,LG 60UJ750V,3,Produk: LG 60UJ750V,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4694,Panasonic Viera TX-40ES400B,3,Produk: Panasonic Viera TX-40ES400B,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4695,LG 55LX761H,3,Produk: LG 55LX761H,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4696,Samsung HG49EE890,2,Produk: Samsung HG49EE890,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4697,LG 43LX761H,3,Produk: LG 43LX761H,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4698,Cello C22230F,3,Produk: Cello C22230F,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4699,Cello C20230DVB,4,Produk: Cello C20230DVB,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4700,LG 32LJ590U,3,Produk: LG 32LJ590U,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4701,Cello C50ANSMT,3,Produk: Cello C50ANSMT,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4702,Samsung UE65MU7000,3,Produk: Samsung UE65MU7000,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4703,Philips 43PUS6703,3,Produk: Philips 43PUS6703,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4704,Samsung UE55LS003,3,Produk: Samsung UE55LS003,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4705,Sony KD-70XF8305,3,Produk: Sony KD-70XF8305,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4706,Samsung QE85Q900R,3,Produk: Samsung QE85Q900R,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4707,Samsung UE55MU6220,3,Produk: Samsung UE55MU6220,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4708,LG 43LV340C,3,Produk: LG 43LV340C,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4709,Sony FW-65XE9001,4,Produk: Sony FW-65XE9001,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4710,LG 43UJ670V,2,Produk: LG 43UJ670V,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4711,LG 86SJ957V,3,Produk: LG 86SJ957V,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4712,Toshiba 32W2863DB,3,Produk: Toshiba 32W2863DB,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4713,Ferguson FP55ANSMT,4,Produk: Ferguson FP55ANSMT,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4714,LG 65UK6750,3,Produk: LG 65UK6750,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4715,Samsung HG43EE690DB,1,Produk: Samsung HG43EE690DB,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4716,LG 55LV541H,2,Produk: LG 55LV541H,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4717,LG 43LV541H,2,Produk: LG 43LV541H,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4718,LG 49UV761H,3,Produk: LG 49UV761H,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4719,LG 43LV341H,3,Produk: LG 43LV341H,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4720,Sony Bravia KD-43XE7002,3,Produk: Sony Bravia KD-43XE7002,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4721,Sharp Aquos LC-49CUG8052K,2,Produk: Sharp Aquos LC-49CUG8052K,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4722,LG 32LV340C,2,Produk: LG 32LV340C,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4723,LG 65UV341C,2,Produk: LG 65UV341C,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4724,LG 75UV341C,2,Produk: LG 75UV341C,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4725,Sony FW-49XE9001,4,Produk: Sony FW-49XE9001,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4726,LG 49LJ515V,3,Produk: LG 49LJ515V,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4727,LG 75SJ955V,4,Produk: LG 75SJ955V,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4728,Cello C85ANSMT,3,Produk: Cello C85ANSMT,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4729,Panasonic Viera TX-49ES503B,3,Produk: Panasonic Viera TX-49ES503B,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4730,Sony Bravia KD-65XE9005B,3,Produk: Sony Bravia KD-65XE9005B,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4731,Loewe Bild 7 55,3,Produk: Loewe Bild 7 55,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4732,Samsung HG28EE460,3,Produk: Samsung HG28EE460,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4733,Samsung UE40MU6120,3,Produk: Samsung UE40MU6120,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4734,Samsung QE55Q6F,3,Produk: Samsung QE55Q6F,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4735,Sharp Aquos LC-24DHG6131K,3,Produk: Sharp Aquos LC-24DHG6131K,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4736,Philips 24PFT5303,4,Produk: Philips 24PFT5303,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4737,Samsung QE65Q6FAMT,3,Produk: Samsung QE65Q6FAMT,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4738,Samsung HG24EE690,3,Produk: Samsung HG24EE690,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4739,LG 43UJ630V,3,Produk: LG 43UJ630V,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4740,Panasonic Viera TX-40EX600B,3,Produk: Panasonic Viera TX-40EX600B,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4741,Hisense H43A6200UK,2,Produk: Hisense H43A6200UK,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4742,Samsung UE55MU6120,3,Produk: Samsung UE55MU6120,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4743,Sony Bravia KD-43XE8005B,3,Produk: Sony Bravia KD-43XE8005B,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4744,Sharp Aquos LC-55CUG8362KS,4,Produk: Sharp Aquos LC-55CUG8362KS,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4745,Sharp Aquos LC-32HG5341K,3,Produk: Sharp Aquos LC-32HG5341K,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4746,Philips 24HFL3011T,3,Produk: Philips 24HFL3011T,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4747,Samsung UE49MU6220,3,Produk: Samsung UE49MU6220,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4748,LG 49SJ800V,3,Produk: LG 49SJ800V,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4749,Cello C22230T2,4,Produk: Cello C22230T2,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4750,Sony FWD-77A1,3,Produk: Sony FWD-77A1,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4751,Samsung UE32M5500,3,Produk: Samsung UE32M5500,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4752,Sony Bravia KD-43XE8004BU,4,Produk: Sony Bravia KD-43XE8004BU,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4753,Hisense H39A5600,3,Produk: Hisense H39A5600,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4754,LG 55UK6950PLB,3,Produk: LG 55UK6950PLB,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4755,Sony Bravia KD-100ZD9,3,Produk: Sony Bravia KD-100ZD9,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4756,Samsung UE28J4100,3,Produk: Samsung UE28J4100,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4757,Samsung UE43M5500,3,Produk: Samsung UE43M5500,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4758,Samsung UE65MU8000,3,Produk: Samsung UE65MU8000,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4759,Panasonic Viera TX-65EZ952B,3,Produk: Panasonic Viera TX-65EZ952B,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4760,LG 55LV761H,3,Produk: LG 55LV761H,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4761,Samsung UE32M4000,3,Produk: Samsung UE32M4000,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4762,LG OLED77G7V,3,Produk: LG OLED77G7V,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4763,Sony Bravia KD-49XE9005B,3,Produk: Sony Bravia KD-49XE9005B,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4764,Toshiba 65X9863DB,3,Produk: Toshiba 65X9863DB,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4765,Sony KD-55XF7005,3,Produk: Sony KD-55XF7005,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4766,LG OLED77C8PLA,4,Produk: LG OLED77C8PLA,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4767,Samsung HG32EE590FK,3,Produk: Samsung HG32EE590FK,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4768,Linsar 43HDR510,3,Produk: Linsar 43HDR510,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4769,Linsar 32E10DVD,3,Produk: Linsar 32E10DVD,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4770,LG 32LV541H,3,Produk: LG 32LV541H,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4771,Cello C40229,2,Produk: Cello C40229,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4772,Hisense H65N5750,3,Produk: Hisense H65N5750,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4773,Samsung UE55M5500,3,Produk: Samsung UE55M5500,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4774,Sony Bravia KD-55XE8577,3,Produk: Sony Bravia KD-55XE8577,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4775,LG 60UJ630V,3,Produk: LG 60UJ630V,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
4776,Samsung QE75Q8C,3,Produk: Samsung QE75Q8C,otomatis,95.0,2025-06-14 19:00:44,2025-06-14 19:00:44
